GCD Test
Bias: 5000.000000
CV_34341_024_PSS_HM_XX_DIODEQUARTER_Biased_Box
Date/Time: 7/22/2021 5:39:44 PM
Sensor Name: DIODEQUARTER
Type: P
Annealing Status: Not Irradiated
Environment: 20C
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
  -90.0000	6.342E-12	1.586E+9	   19.7594	   20.3776	   63.4171	   13.2034	
  -95.0000	6.245E-12	1.360E+9	   19.7362	   20.3899	   63.4649	   13.2266	
 -100.0000	6.127E-12	1.106E+9	   19.7491	   20.3818	   63.4959	   13.2263	
 -105.0000	5.980E-12	1.028E+9	   19.8005	   20.3426	   63.5272	   13.1969	
 -110.0000	5.901E-12	1.349E+9	   19.8855	   20.3703	   63.5515	   13.2289	
 -115.0000	5.854E-12	1.048E+9	   19.9807	   20.3586	   63.5648	   13.2210	
 -120.0000	5.768E-12	6.036E+8	   20.0811	   20.3591	   63.5984	   13.2296	
 -125.0000	5.575E-12	4.080E+8	   20.0811	   20.3591	   63.5984	   13.2296	
 -130.0000	5.258E-12	4.333E+8	   20.2046	   20.3724	   63.6360	   13.2513	
 -135.0000	5.082E-12	8.721E+8	   20.2999	   20.3685	   63.5740	   13.2327	
 -140.0000	5.044E-12	1.407E+9	   20.2844	   20.3612	   63.6126	   13.2351	
 -145.0000	5.029E-12	1.587E+9	   20.2355	   20.3670	   63.5402	   13.2230	
 -150.0000	5.006E-12	1.618E+9	   20.1531	   20.3685	   63.5028	   13.2155	
 -155.0000	4.994E-12	1.630E+9	   20.0656	   20.3792	   63.4516	   13.2133	
 -160.0000	4.974E-12	1.624E+9	   19.9678	   20.3647	   63.5553	   13.2246	
 -165.0000	4.962E-12	1.882E+9	   19.8597	   20.3691	   63.5288	   13.2223	
 -170.0000	4.951E-12	1.769E+9	   19.8597	   20.3691	   63.5288	   13.2223	
 -175.0000	4.946E-12	1.803E+9	   19.7568	   20.3742	   63.5471	   13.2316	
 -180.0000	4.926E-12	1.655E+9	   19.7568	   20.3742	   63.5471	   13.2316	
 -185.0000	4.923E-12	1.894E+9	   19.7696	   20.3645	   63.6417	   13.2452	
 -190.0000	4.905E-12	1.842E+9	   19.8674	   20.3645	   63.6667	   13.2512	
 -195.0000	4.900E-12	1.758E+9	   19.9601	   20.3653	   63.6512	   13.2482	
 -200.0000	4.890E-12	2.013E+9	   20.0631	   20.3633	   63.6818	   13.2536	
 -205.0000	4.879E-12	1.768E+9	   20.1737	   20.3684	   63.7135	   13.2661	
 -210.0000	4.874E-12	2.008E+9	   20.2535	   20.3609	   63.7068	   13.2574	
 -215.0000	4.863E-12	1.904E+9	   20.3179	   20.3610	   63.6142	   13.2352	
 -220.0000	4.860E-12	2.206E+9	   20.2819	   20.3589	   63.5892	   13.2272	
 -225.0000	4.853E-12	2.205E+9	   20.2201	   20.3638	   63.5651	   13.2260	
 -230.0000	4.844E-12	2.136E+9	   20.0914	   20.3681	   63.4769	   13.2088	
 -235.0000	4.841E-12	2.204E+9	   19.9910	   20.3805	   63.4870	   13.2230	
 -240.0000	4.834E-12	2.215E+9	   19.9009	   20.3685	   63.5446	   13.2256	
 -245.0000	4.834E-12	2.042E+9	   19.8314	   20.3692	   63.5683	   13.2319	
 -250.0000	4.825E-12	1.949E+9	   19.8314	   20.3692	   63.5683	   13.2319	
 -255.0000	4.826E-12	2.111E+9	   19.7799	   20.3563	   63.6116	   13.2302	
 -260.0000	4.821E-12	1.933E+9	   19.8108	   20.3597	   63.6471	   13.2419	
 -265.0000	4.826E-12	1.990E+9	   19.8803	   20.3619	   63.7324	   13.2645	
 -270.0000	4.828E-12	1.945E+9	   19.9653	   20.3640	   63.7350	   13.2671	
 -275.0000	4.827E-12	2.163E+9	   20.0708	   20.3713	   63.7170	   13.2697	
 -280.0000	4.829E-12	1.983E+9	   20.1969	   20.3598	   63.7524	   13.2674	
 -285.0000	4.816E-12	2.026E+9	   20.2741	   20.3598	   63.7476	   13.2662	
 -290.0000	4.820E-12	2.068E+9	   20.2973	   20.3555	   63.7274	   13.2572	
 -295.0000	4.825E-12	1.898E+9	   20.2793	   20.3834	   63.6841	   13.2732	
 -300.0000	4.821E-12	2.002E+9	   20.2304	   20.3572	   63.5914	   13.2262	
 -305.0000	4.821E-12	1.878E+9	   20.1609	   20.3719	   63.6148	   13.2457	
 -310.0000	4.817E-12	1.878E+9	   20.0785	   20.3626	   63.5775	   13.2279	
 -315.0000	4.820E-12	2.146E+9	   19.9936	   20.3724	   63.6180	   13.2469	
 -320.0000	4.818E-12	2.096E+9	   19.9112	   20.3791	   63.6806	   13.2684	
 -325.0000	4.821E-12	2.165E+9	   19.8391	   20.3631	   63.7170	   13.2620	
 -330.0000	4.819E-12	2.141E+9	   19.7928	   20.3599	   63.6837	   13.2509	
 -335.0000	4.824E-12	2.002E+9	   19.7799	   20.3534	   63.7230	   13.2542	
 -340.0000	4.815E-12	1.905E+9	   19.7799	   20.3534	   63.7230	   13.2542	
 -345.0000	4.813E-12	1.875E+9	   19.8829	   20.3468	   63.7116	   13.2453	
 -350.0000	4.813E-12	1.891E+9	   19.9807	   20.3526	   63.8014	   13.2723	
 -355.0000	4.813E-12	1.810E+9	   20.1042	   20.3526	   63.8419	   13.2820	
 -360.0000	4.823E-12	1.937E+9	   20.1789	   20.3633	   63.7938	   13.2806	
 -365.0000	4.820E-12	2.158E+9	   20.2587	   20.3427	   63.7707	   13.2555	
 -370.0000	4.813E-12	1.810E+9	   20.2664	   20.3666	   63.7211	   13.2662	
 -375.0000	4.814E-12	1.988E+9	   20.2201	   20.3548	   63.6221	   13.2313	
 -380.0000	4.819E-12	2.211E+9	   20.1171	   20.3650	   63.6528	   13.2483	
 -385.0000	4.819E-12	2.012E+9	   20.0322	   20.3598	   63.5661	   13.2225	
 -390.0000	4.816E-12	2.106E+9	   19.9266	   20.3538	   63.6129	   13.2281	
 -395.0000	4.817E-12	2.125E+9	   19.8391	   20.3451	   63.6578	   13.2307	
 -400.0000	4.816E-12	2.012E+9	   19.7696	   20.3665	   63.6818	   13.2567	
 -410.0000	4.814E-12	2.091E+9	   19.7516	   20.3665	   63.6901	   13.2587	
 -420.0000	4.815E-12	2.177E+9	   19.7799	   20.3643	   63.7261	   13.2653	
 -430.0000	4.818E-12	2.196E+9	   19.8366	   20.3729	   63.7201	   13.2720	
 -440.0000	4.814E-12	2.109E+9	   19.9164	   20.3585	   63.7426	   13.2638	
 -450.0000	4.811E-12	1.803E+9	   20.0528	   20.3585	   63.7948	   13.2763	
 -460.0000	4.808E-12	1.930E+9	   20.1557	   20.3638	   63.8150	   13.2862	
 -470.0000	4.823E-12	2.026E+9	   20.2329	   20.3534	   63.7906	   13.2704	
 -480.0000	4.822E-12	2.016E+9	   20.2329	   20.3534	   63.7906	   13.2704	
 -490.0000	4.807E-12	2.023E+9	   20.2973	   20.3624	   63.7742	   13.2750	
 -500.0000	4.809E-12	1.946E+9	   20.2381	   20.3557	   63.6676	   13.2431	
 -510.0000	4.817E-12	2.159E+9	   20.1429	   20.3636	   63.6837	   13.2544	
 -520.0000	4.818E-12	1.882E+9	   20.0270	   20.3574	   63.6980	   13.2520	
 -530.0000	4.820E-12	2.066E+9	   20.0270	   20.3574	   63.6980	   13.2520	
 -540.0000	4.811E-12	1.909E+9	   19.7799	   20.3588	   63.8514	   13.2902	
 -550.0000	4.811E-12	2.113E+9	   19.7310	   20.3426	   63.8985	   13.2861	
 -560.0000	4.810E-12	1.877E+9	   19.7439	   20.3477	   63.9058	   13.2928	
 -570.0000	4.815E-12	2.029E+9	   19.8005	   20.3549	   63.8925	   13.2964	
 -580.0000	4.816E-12	2.013E+9	   19.9498	   20.3410	   63.9156	   13.2887	
 -590.0000	4.819E-12	2.024E+9	   20.0862	   20.3426	   63.9386	   13.2958	
 -600.0000	4.810E-12	2.034E+9	   20.0862	   20.3426	   63.9386	   13.2958	
